Glob_sevanje_mean,Hitrost_vetra_max,Hitrost_vetra_mean,Vlaga_max,Vlaga_mean,Temperatura_lokacija_max,O3,mesec,Glob_sevanje_spr,Vlaga_spr,Temperatura_lokacija_spr
5.5,2.2,1.625,92.9,91.25,9.1,SREDNJA,2,44,8,2.3
4.875,5.1,2.825,67.9,61.1625,9,SREDNJA,2,39,17,1.3
5.125,2.9,2.1375,73.9,70.2125,8.3,SREDNJA,2,41,6.40000000000001,2
2.125,1.6,0.975,89.3,85.7125,10.9,SREDNJA,2,16,7.8,1.4
0.625,5.4,3.7375,91,86.8125,14,SREDNJA,2,5,13.5,1.5
7.375,4.2,2.575,94.3,80.1125,12.1,SREDNJA,2,59,37,3.3
1.125,1.9,1.3125,70.7,58.025,8.1,SREDNJA,2,9,20,2.2
2.75,3.8,2.3375,88.3,69.6,8.9,SREDNJA,2,22,34.5,1
1.125,1.9,1.3625,74.8,67.2625,5.8,SREDNJA,2,9,17.1,2.3
2.75,5.5,4.125,88.1,79.15,14.1,SREDNJA,2,22,16,2.3
7.25,5.3,4.1375,82.2,69.1375,13.4,SREDNJA,2,56,24,2.9
2.25,2.3,1.4875,90.6,89.1375,10.4,SREDNJA,3,18,3.8,1.8
5.75,2.5,1.6125,86.4,81.9625,6,SREDNJA,3,38,8.5,1.5
0.25,5.7,4.3375,88.9,77.0875,11.6,SREDNJA,3,2,20.2,4.9
6.625,4,1.8,84.6,69.0875,7.5,SREDNJA,3,49,25.5,2.4
6.975,3.7,2.1375,72.3,69.75,10.5,SREDNJA,3,53.9,7.7,4.7
7.5,5.7,4.4875,81.4,73.1875,11.2,SREDNJA,3,53,12,0.699999999999999
13.375,1.5,1.2125,86.7,82.7375,8.4,SREDNJA,3,102,6.40000000000001,1.7
2.5,2.5,1.4,83.3,82.025,7.8,SREDNJA,3,19,3.39999999999999,1.1
16.125,4,2.275,78.1,65.475,8.5,SREDNJA,3,119,25.1,1.2
13.75,2.7,2.2375,61.2,57.8375,9.9,SREDNJA,3,99,5.40000000000001,1.8
2.625,2.2,1.6375,47.7,43.35,13,SREDNJA,3,18,8.5,1.5
10,4.8,2.625,60.1,54.8375,12.1,SREDNJA,3,64,10.1,1.5
27.75,5.5,3.8375,60.2,54.1125,10.8,SREDNJA,3,193,11.6,1.4
26.5,4.8,2.6625,56.8,54.0375,10.1,SREDNJA,3,178,7,0.9
11.75,2.4,1.6125,68.2,57.8875,6.9,SREDNJA,3,74,17.1,3.6
21.5,4.3,3.3125,49.3,43.575,7.4,SREDNJA,3,148,13.5,0.9
21.5,3,2.275,56.7,52.9,10.3,SREDNJA,3,138,11.6,1.9
30.5,2.1,1.425,78.7,75.9625,7.7,SREDNJA,3,209,13.9,3.4
29.75,2.1,1.625,81.7,75.6375,8.3,SREDNJA,3,202,13,3.6
27.75,2.5,1.9125,78.1,75.0875,8.8,SREDNJA,3,186,10.6,3.2
4.75,2.3,1.85,85.8,72.8625,12.8,SREDNJA,3,36,24.8,0.700000000000001
36,1.9,1.2875,93.3,88.6875,12.3,SREDNJA,3,236,25.6,4.4
15.5,7.3,5.725,46.9,42.3875,11.7,SREDNJA,3,99,7.7,1.3
41.25,4.1,1.95,59.8,50.275,10.6,SREDNJA,3,255,18.9,4.8
21.125,2.2,1.5375,66,63.025,9.9,SREDNJA,3,126,10.6,1.7
29.5,1.8,1.225,70.1,66.0625,10.5,SREDNJA,3,167,11.1,2
31.625,2.5,1.8875,84,80.2875,8.6,SREDNJA,3,198,9.5,3.6
6.25,1.7,1.1,80.9,77.2875,12,SREDNJA,3,36,9.40000000000001,2.4
12.75,2.3,1.3625,82.3,80.525,12.7,SREDNJA,3,54,3.5,1.6
17.5,5.7,3.8125,72.6,70.2,15.3,SREDNJA,3,101,5.89999999999999,1.4
47.125,4.5,3.025,77.2,73.0125,16.2,SREDNJA,3,279,10.2,2.1
21.875,2,1.275,87.7,84.05,15.7,SREDNJA,4,140,11.6,4.1
24.5,2,1.2875,89.7,83.9125,13.2,SREDNJA,4,144,16.6,2.1
40.5,2.1,1.25,76.6,73.35,13.8,SREDNJA,4,235,11.5,3.5
14.25,1.7,1.2375,92.4,89.225,13,SREDNJA,4,78,9.60000000000001,1.7
30.25,2.2,1.525,90.5,88.875,12.3,SREDNJA,4,153,4.8,1.8
47.125,2,1.1125,88.4,86.775,13.4,SREDNJA,4,274,8.5,3
51.5,2.3,1.5375,87.9,81.8875,14.5,SREDNJA,4,284,18.5,4.3
19.25,2.7,1.825,85,72.1625,18.1,SREDNJA,4,114,30.1,5.7
11.75,1.3,0.875,92.4,90.15,13.7,NIZKA,4,54,5.30000000000001,0.899999999999999
34.75,1.5,1.05,92.7,90.6125,13.1,SREDNJA,4,196,11.4,2
39.625,2,1.525,83.9,79.175,14.9,SREDNJA,4,236,13.7,4.6
68.625,3.2,1.75,80.9,69.075,17.5,SREDNJA,4,361,26.8,6.1
61,2.3,1.4875,78,66.975,18.3,SREDNJA,4,328,22.6,5.8
7.875,7.1,2.8875,89.5,85.1875,15.7,SREDNJA,4,42,11,2.6
63,2.3,1.9375,82.6,76.3125,16.9,VISOKA,4,385,29.1,6.5
74.875,2.4,1.5625,69.3,61.9125,18.9,VISOKA,4,388,22.2,4.6
47.625,4.9,3.3,73.2,67.125,18.8,VISOKA,4,250,14.6,2.4
25.5,3.7,3.0375,65.7,63.5125,18.3,SREDNJA,4,101,4.1,2
54.625,3.8,2.575,74.8,59.1625,16.6,SREDNJA,4,226,30.9,1.7
83.375,2.3,1.5375,77.9,73.575,13.8,SREDNJA,4,413,16,5.9
79.25,2.3,1.8625,79.7,72.425,16.1,VISOKA,4,399,31.2,6.9
47.5,2.5,1.8,84.8,77.55,13.7,VISOKA,4,230,21.1,3.5
20.625,2.2,1.5125,83.1,76.7625,15.3,SREDNJA,4,82,12.3,2.5
15.5,1.5,1.0375,90.4,84.6625,13.8,SREDNJA,4,70,23.2,1.1
62.875,2.9,2.3375,49.4,41.95,10.5,SREDNJA,4,397,12.2,1.8
61.75,4.4,3.1,50.7,46.9625,12.2,SREDNJA,4,255,10.5,2.7
33.75,6.3,4.4375,69.7,66.3375,15.4,SREDNJA,4,158,8.2,2.2
56.625,3.5,2.2875,68.6,63.05,11.5,SREDNJA,4,233,11.8,3.5
97.625,3.1,2.3,60.6,51.225,13.6,SREDNJA,4,466,22.3,4.7
100.375,2.3,1.325,78.3,71.5125,13.9,SREDNJA,4,472,28.5,6.9
12.5,1.9,1.3125,74.2,68.8625,13.4,SREDNJA,5,49,15.9,0.9
8.25,2.9,1.9875,70.4,67.5,15.6,SREDNJA,5,42,6.30000000000001,1.6
97.25,2.3,1.5,65.4,53.0125,19.5,SREDNJA,5,457,24.3,5.3
91.875,2,1.05,69.3,64.6375,15.8,SREDNJA,5,477,8.5,3.9
91.75,3,2.0625,48.6,43.7625,16.8,SREDNJA,5,478,10.9,1.8
98.5,2,1.3,75.7,68.5375,18.1,VISOKA,5,456,16.8,6.4
99.5,2.5,1.825,75.1,68.0875,19,VISOKA,5,457,23.8,7.1
101.375,2.6,1.825,74,67.8875,17.7,VISOKA,5,465,10.1,5.2
53.75,2.1,1.4,82.1,76.9,18.5,VISOKA,5,234,20.2,4.9
35.75,2.6,1.4875,72.9,69.125,18.1,SREDNJA,5,183,11.4,2.5
40.5,2.1,1.1375,72.8,69.65,18.4,SREDNJA,5,203,7.8,2.8
16.625,3.2,1.575,88.8,84.0875,16.8,SREDNJA,5,116,11.8,1
32.75,5.8,4.0375,82.4,78.8375,16.6,SREDNJA,5,127,8.2,1.4
36.75,2.2,1.5625,87.9,85.275,15.9,SREDNJA,5,166,5.30000000000001,1.1
47.75,2.2,1.7875,86.2,76.2875,15.4,VISOKA,5,258,27.2,2.4
43.25,3.2,1.6,73.1,53.8625,14.2,SREDNJA,5,197,29.7,2.6
111.25,2.3,1.7,78.1,69.4,14.8,VISOKA,5,501,24.8,6
107.25,2.1,1.675,81.6,75.95,16.7,VISOKA,5,489,22.9,6.7
62.75,2.9,1.925,77.8,71.325,17.8,SREDNJA,5,333,13,4.9
28.25,2.6,1.4375,86,67.4125,17.9,SREDNJA,5,119,31.9,3.5
111.25,2.3,1.7375,67.9,61.175,20.9,VISOKA,5,502,24.4,6.6
110.25,2,1.6375,78.5,72.35,19.8,VISOKA,5,497,17.8,5.4
55.375,4.1,2.25,69.4,62.5875,21.5,VISOKA,5,220,21.7,6.8
33.125,2.5,1.525,78,72.9875,15.4,SREDNJA,5,162,10.5,1.9
109.25,2.1,1.625,87,80.7,18.2,SREDNJA,5,483,23.8,6.1
104.25,2,1.4625,84.3,78.1875,20.3,VISOKA,5,461,22.8,6.4
110.75,2.2,1.3625,80.6,75.05,19.9,VISOKA,5,496,14.7,4.9
110,2.5,1.875,79.7,74.8625,21.1,VISOKA,5,495,13.5,5
88.375,2,1.3125,70.8,67.8625,21.8,SREDNJA,5,439,7.59999999999999,4.2
38.25,4.2,2.4,80.9,76.8875,20.2,SREDNJA,5,159,11.6,2.3
63.75,3.9,2.7125,70,65.65,20.1,SREDNJA,5,236,8,1.6
97.75,3.9,2.0375,84.4,77.725,21.4,SREDNJA,6,389,18.9,6
42.75,2.2,1.775,80,77.05,19.3,SREDNJA,6,174,6.3,3.5
87.5,2.3,1.675,90.9,85.825,19.4,SREDNJA,6,359,17.8,4.9
50.625,1.9,1.4125,87.1,84.0375,19.7,SREDNJA,6,238,5.39999999999999,1.8
53.25,2,1.65,87.7,84.8625,20.2,SREDNJA,6,196,8.60000000000001,3.3
55.375,2.2,1.45,90.1,85.85,20.9,VISOKA,6,217,19.4,3.9
103.375,2.4,1.9625,83,77.6625,24.2,VISOKA,6,501,27.1,7.3
76.5,2.3,1.6375,77.9,73.875,22.8,VISOKA,6,401,11.7,4.8
28,3.4,1.7125,76.1,74.8625,21.1,SREDNJA,6,119,3.3,1.7
16.125,1.5,1.175,85,79.8875,19.6,SREDNJA,6,58,12.2,1.6
113.25,3.2,2,85.1,80.7625,22.6,SREDNJA,6,468,17.3,5.1
96.075,9.9,3.025,91.2,84.775,22.2,VISOKA,6,370.9,19.9,5.3
54,1.7,1.25,91,88.35,19.3,SREDNJA,6,179,12.1,3.1
33.125,2.1,1.4625,79.5,73.8125,20.8,SREDNJA,6,96,14.5,3.4
29.75,7.9,4.075,89.9,81.25,20.2,SREDNJA,6,161,16.3,2
49,5.6,4.3875,73.5,66.9625,23.5,SREDNJA,6,159,9.6,1.8
73.625,7.7,5.05,81.2,73.9875,24.4,SREDNJA,6,449,20.5,3.3
115.75,2.8,1.9,68.2,60.05,24.4,SREDNJA,6,527,21,5.5
57.375,2.5,1.7375,68.1,65.325,20.6,SREDNJA,6,256,8.7,4.8
38.375,2.1,1.65,84.9,75.15,21.2,SREDNJA,6,196,34.5,4.5
92.875,2.9,1.65,86.4,81.075,20.8,VISOKA,6,510,20.1,5.2
79.875,1.8,1.3125,81.4,71.4,26.1,SREDNJA,6,288,27.5,7.6
108,2.3,1.5,79.5,69.675,29.2,SREDNJA,6,487,31,7.9
106.75,2.6,1.85,77.3,69.775,30.8,VISOKA,6,480,27,7.4
106,3.7,1.975,82,73.475,28.7,VISOKA,6,474,20,4.5
94.875,1.9,1.525,79,70.5,28.8,SREDNJA,6,390,27.5,5.4
113.125,3.9,2.2375,71.2,61.225,28.3,VISOKA,6,520,22.4,4.8
112.875,2,1.1125,60.1,48.7625,24.3,VISOKA,6,521,22.7,5.2
109.875,2.7,1.7375,72,60.75,26.5,VISOKA,6,507,30.4,8.5
99.875,2.4,1.65,71.6,67,24.9,VISOKA,6,502,16,6
95.25,2.2,1.75,78.2,67.325,26.5,VISOKA,7,469,34,5.8
103.875,2.3,1.6875,78.5,71.4375,25.9,VISOKA,7,475,17.7,5.3
103.25,2.3,1.4,78.6,68.8125,28.2,SREDNJA,7,480,27.7,4.5
107.75,3.6,2.6625,39.7,38,25.1,SREDNJA,7,490,3.8,2.7
109.25,2.5,1.8125,66.7,59.2375,26.4,VISOKA,7,509,22.5,7.6
108.25,2.4,1.7875,68.7,62.0625,25.3,VISOKA,7,502,14.5,4
106.5,2.3,2.025,62,52.8625,26.9,VISOKA,7,491,22.9,5.3
100.25,2.8,1.825,67.6,62.875,25.6,VISOKA,7,441,14.5,5.3
94.125,2.5,1.5375,73.9,65.55,25.9,VISOKA,7,433,18.1,4.2
101.375,2.5,1.475,78.2,68.775,29.9,VISOKA,7,472,31.9,7.4
99.5,2.1,1.5875,73.6,66.8125,29.4,VISOKA,7,462,20.8,6.6
98.5,2.2,1.575,77.9,67.4875,28.8,VISOKA,7,459,28.5,5.4
95.75,4.6,3.0875,71.9,65.325,30,VISOKA,7,464,15.5,3.5
92.625,4.7,3.1375,78.8,66.7125,24,SREDNJA,7,396,24.4,4
51.25,3.9,3.1625,41,38.425,22,SREDNJA,7,187,5.2,1.3
61.25,3.1,2.2625,53.3,43.825,21.2,SREDNJA,7,324,17.5,4.4
100.375,1.8,1.4375,75.2,65.7625,22.4,VISOKA,7,486,14.9,3.9
98.625,2.4,1.7125,69.8,62.875,26.7,VISOKA,7,469,21.4,8.1
98.375,2.5,1.85,62.4,55.65,28,VISOKA,7,468,19.1,7.9
88.625,2.4,1.975,66.6,60.2625,25.9,VISOKA,7,413,13.4,5.3
94.75,2.4,1.6875,69.9,63.175,28,SREDNJA,7,452,24.4,7.2
85.625,2.5,1.7875,66.7,60.0375,27.1,VISOKA,7,402,16.1,5.1
83.625,2.4,1.8375,71.1,61.9875,27.7,VISOKA,7,377,22.6,6.3
72.125,2.3,1.5875,83.3,79.075,27,VISOKA,7,358,12.6,4.7
91.875,3.5,2.15,81.1,70.25,29.9,VISOKA,7,463,33.4,6.3
76.75,4.1,2.025,78.1,63.275,29.6,VISOKA,7,361,37.2,7.4
92.375,3.9,1.8875,66.6,61.175,27.7,VISOKA,7,462,13.1,3.1
91.875,2.9,1.7625,79.4,75.3125,26.4,SREDNJA,7,423,11.4,3.9
90.875,2,1.5625,74.7,67.6375,27.9,VISOKA,7,431,26.3,6.6
91.5,2.3,1.6875,77.5,72.475,26.3,VISOKA,7,441,13.6,4.5
81.25,4.8,1.9125,78.1,71.5375,28.9,VISOKA,7,394,22.7,5.9
20.25,5,2.5375,84.6,74.7375,25.3,SREDNJA,8,127,32.9,2.4
87.75,2.2,1.475,50.7,45.2125,24.2,VISOKA,8,396,10.4,2.8
89.75,2.3,1.825,75.4,67.8875,24.1,VISOKA,8,445,18.9,5.4
89.875,2.2,1.6125,58.6,55.2,25,VISOKA,8,438,10.8,5
103.375,3.9,2.225,69.4,57.7625,29.4,SREDNJA,8,554,30.1,7.4
64,3.5,2.4625,65.2,53.65,24,SREDNJA,8,376,22.8,2.9
86.375,3.7,2.7125,43.1,37.6,26.1,SREDNJA,8,426,11.2,2.6
87.625,2.3,1.7625,65,55.525,26,SREDNJA,8,434,28.7,8.7
85.875,2.4,1.5,64.8,55.2375,26.1,VISOKA,8,426,21.4,6.4
49.625,6.3,2.4625,62.5,58.6625,24.4,SREDNJA,8,298,9.5,3
32.5,3.3,2.5625,46.5,43.825,20.1,SREDNJA,8,194,7.2,1.2
69.75,2,1.1875,61.3,53.7125,20,SREDNJA,8,294,21,4.1
79.125,3.1,2.125,69.2,60.5,22,VISOKA,8,413,22.9,5.7
80.75,2.6,1.5125,80.9,74.6125,24.9,VISOKA,8,408,27.1,7.1
64,2.4,1.5125,76.1,70.575,25.9,VISOKA,8,374,19.2,7
77.125,2.5,1.7,82.4,74.875,25.5,SREDNJA,8,390,22.9,6
71.625,2,1.2625,75.8,65,25.9,VISOKA,8,384,23.3,3.8
71.125,2.2,1.725,86.5,80.075,23.9,VISOKA,8,345,21.7,5.4
36.875,1.9,1.6125,82.4,72.5375,24.9,SREDNJA,8,243,25.2,3.9
50.875,1.6,1.35,87.1,83.4875,23.7,VISOKA,8,201,17.6,3.3
21.05,7.2,2,80.3,75.0875,24.9,VISOKA,8,126.8,11.8,1.9
76.875,4.4,2.7875,58.3,49.6125,23.3,SREDNJA,8,397,21.3,4
75.625,4.4,2.35,54.7,46.3,24.3,SREDNJA,8,393,19.2,5.6
73.875,2.5,1.4875,59.1,49.4375,26.6,SREDNJA,8,380,16.6,3
72.875,3.2,2.2,64.2,57.3,26.1,SREDNJA,8,379,18,5.2
73.125,1.9,1.4375,72,66.05,25.6,VISOKA,8,375,26.6,7.1
70.625,2.4,1.95,74.3,68.5375,25.5,VISOKA,8,368,22.9,7.1
64.5,2.3,1.5125,78.4,73.55,25,VISOKA,8,341,12.7,5.8
61.75,2.6,1.9125,79.9,74.825,25.4,VISOKA,8,327,18.2,5.7
68.625,2.6,1.5625,62.8,53.0875,27.1,SREDNJA,8,377,18.8,3.9
66,2.4,1.925,53.8,45.7,26.3,VISOKA,8,352,16.9,2.9
65.875,2.2,1.675,68.6,59.9625,24.7,VISOKA,9,351,18.8,6.1
62.25,2.4,1.5625,66.3,56.7875,26.3,VISOKA,9,335,20.2,5.9
38.25,2.4,1.5625,69,63.9375,25.1,VISOKA,9,181,14.8,5.1
44.375,2.3,1.7875,70,64.95,24.2,VISOKA,9,270,12.5,3.8
9.625,2.8,1.7,86.1,81.15,21.3,SREDNJA,9,66,8.59999999999999,0.900000000000002
38.25,2.7,2.0625,76.2,65.775,23.2,SREDNJA,9,189,33.9,6
35.875,4.4,3.8625,54.3,52.55,22.8,SREDNJA,9,147,3.9,1.5
55.25,2.3,1.5375,61.3,55.4125,25.9,SREDNJA,9,314,15.1,2.8
65,3.6,2,58.6,50.3125,27.4,SREDNJA,9,377,17.7,3.4
32.25,2.5,1.425,58.1,51.725,26.3,SREDNJA,9,193,10.8,2.3
20.875,2.3,1.225,60.8,56.25,26.2,VISOKA,9,122,12.2,3.4
50.625,2.5,1.725,70.5,65.4375,26.9,VISOKA,9,311,19.5,5.6
47.75,3.1,2.4125,79.1,74.1125,23.7,SREDNJA,9,272,19,4.5
45,2.3,1.7125,77.9,73.25,23,VISOKA,9,260,15.5,4.2
39.875,2.1,1.5875,82.5,78.075,23.4,SREDNJA,9,230,13.3,2.9
24.125,2.1,1.6125,84.2,81.525,23.9,SREDNJA,9,118,8,2.5
26.625,3.7,2.95,86.2,82.1375,21.4,SREDNJA,9,177,8.7,1.8
26,2.3,1.825,82.7,78.0875,20.6,SREDNJA,9,155,15.1,2.5
14.25,2.2,1.6375,87.4,84.2375,18,SREDNJA,9,81,9.90000000000001,2.1
11,2.8,2.125,84.2,82.35,18.7,SREDNJA,9,65,5.7,1.6
8.375,3,2.0625,68.1,60.0625,19.1,SREDNJA,9,50,17.7,3
46.875,2.4,1.675,72.5,62.7,17.4,SREDNJA,9,276,23,6
41.75,2.8,2.3,77,72.225,18.1,SREDNJA,9,254,13.5,4.9
41.875,2.5,1.85,78,73.9875,18.9,SREDNJA,9,262,18.7,4
41.125,2.8,1.95,69.3,63.175,20,VISOKA,9,252,25.2,5.9
38.875,2.7,2.025,79.6,65.2,18.3,SREDNJA,9,245,30.3,4.8
20,2.3,2.0125,78.9,72.4625,17.5,SREDNJA,9,117,18.8,2.9
36.75,2.7,1.7625,71.1,64.8125,18.3,VISOKA,9,228,15.6,4.7
29.875,2.8,2.05,84.2,81.9375,17.6,VISOKA,9,183,8.5,3.2
24.875,2.6,2.025,82.4,77.475,18.9,VISOKA,9,152,14,2.9
30.375,2.7,2.275,78.4,74.6375,21.1,SREDNJA,10,208,11.6,1.6
2.875,2.9,1.675,90.2,85.075,20.6,SREDNJA,10,17,14.6,2.4
3.125,3.2,2.7625,87.2,81.5125,18.6,SREDNJA,10,19,14.5,3.8
33.5,2.9,2.3375,74.4,71.55,14.4,SREDNJA,10,220,14.4,3.8
30.875,3.3,2.3,70.5,47.975,15.4,SREDNJA,10,189,33.7,2.6
32.25,2.7,2.15,68.1,64.4125,9.8,SREDNJA,10,216,13.9,3.6
12.25,2.3,2.1375,75.5,72.9375,10.8,SREDNJA,10,75,8.7,2.3
8.125,3.1,2.0875,74,66.0625,12.5,NIZKA,10,44,17.6,3
33,2.5,1.625,70.7,60.975,14.8,SREDNJA,10,228,22.1,2.4
2,2.5,2.1625,74.9,64.875,14.3,SREDNJA,10,16,24.1,3.5
18.125,2.7,1.55,68.6,63.2,11.7,SREDNJA,10,124,15.7,2.3
11.625,2.3,1.825,79.1,72.25,9.1,SREDNJA,10,73,16.3,3.6
14.375,2.3,1.975,80.5,76.675,12.3,SREDNJA,10,98,12.7,3.5
1.075,3.2,1.95,92.5,86.575,17.4,SREDNJA,10,5.8,14.3,1.9
5.25,2.9,1.25,91.9,91.5625,17.5,SREDNJA,10,33,0.900000000000006,1.2
26.125,1.9,1.3625,95,92.85,14.8,NIZKA,10,192,7.7,2.4
2.875,1.7,1.225,91.2,90.0375,15.6,NIZKA,10,21,3.2,0.6
18.125,2.9,2.0875,90.6,87.2125,14,SREDNJA,10,127,16,3.8
6.5,2.1,1.4375,91.8,88.3,14.7,SREDNJA,10,45,11.6,1.2
10,2.5,1.8125,84,78.2125,12.1,NIZKA,10,61,14.7,1.2
19.75,2.2,1.9625,84.8,83.325,8.6,SREDNJA,10,151,5.3,2.2
16.5,2.3,1.5125,85.4,82.45,14.5,SREDNJA,10,115,9.60000000000001,2.9
2.75,3.8,1.275,93,91.0375,16.2,SREDNJA,10,21,6,0.899999999999999
1.5,1.6,0.9625,93.6,92.35,17.5,NIZKA,10,11,2.39999999999999,0.699999999999999
14.25,3.1,1.5,94.6,94.05,17.2,NIZKA,10,109,1.59999999999999,0.899999999999999
18.125,4.8,2.6875,55,51.575,16.6,SREDNJA,10,140,6,1.8
15.375,3.9,2.9375,58.4,56.3125,13.8,SREDNJA,10,118,4.7,1.2
15.5,2.8,1.9625,77,73.75,10.2,SREDNJA,10,117,7.8,2.3
15.625,3.1,1.9875,84.9,81.3625,11.3,SREDNJA,10,121,9.60000000000001,1.7
14.125,1.9,1.6125,81.9,75.8875,11.3,SREDNJA,10,110,14.4,2.3
7.875,2.7,2.2875,86.9,85.875,11,SREDNJA,11,61,3.40000000000001,2.4
0.375,2.3,1.4125,85.2,83.2,14.3,SREDNJA,11,3,4.7,1.1
1.875,3,1.3375,90.9,82.3625,13.9,SREDNJA,11,14,36.3,0.700000000000001
12.5,3,2.2625,74,71.4875,5.7,SREDNJA,11,99,5.90000000000001,1.3
0.875,1.6,0.9,84.3,70.275,13.1,SREDNJA,11,7,31.9,0.799999999999999
1.625,7.2,6.0375,81.1,76.875,18.4,SREDNJA,11,13,7.3,1.4
7.875,3.5,2.4,86.6,79.6375,13.3,SREDNJA,11,63,13.1,1.5
5.875,5.2,2.8625,80.4,69.6,10.9,SREDNJA,11,47,17.7,1.6
10.625,3.3,2.5125,56.9,53.3875,8.2,SREDNJA,11,85,10.6,0.6
2.75,1.8,1.4875,85.2,79.3625,8.4,NIZKA,11,22,13.6,1.5
3.375,2.6,1.4875,89,87.2625,8.3,SREDNJA,11,27,6.7,1.1
1.75,3.8,3.0625,66.1,60.1375,9.8,NIZKA,11,14,7.8,0.9
8.5,2.5,2.2875,74.4,69.85,8.6,NIZKA,11,68,10.3,3.5
3.375,3.1,2.4625,55.4,49.3375,7.7,SREDNJA,11,27,11.1,1.2
6.125,3.7,2.6,68.8,55.1375,4.9,SREDNJA,11,49,22.1,3.4
4.25,2.1,1.8625,75.9,72.075,3.8,NIZKA,11,34,9.90000000000001,1.2
0.875,1.6,1.275,82.2,80.7,8.4,SREDNJA,11,7,2.90000000000001,2.1
1,1.6,1.05,91.8,87.3875,12.2,SREDNJA,11,8,7.59999999999999,2
0.7375,5.5,3.975,91.2,85.0875,17.3,SREDNJA,11,5.9,11.9,3.3
3.5,6.6,2.225,92.4,87.225,15.5,NIZKA,11,28,12.1,4.2
1,1.3,0.6875,94.9,94.675,14.1,NIZKA,11,8,0.5,0.299999999999999
2.375,2.8,1.2875,93.6,90.9,16.3,SREDNJA,11,19,12.5,3.1
2.75,2.5,1.55,92.9,92.4375,13.4,SREDNJA,11,22,1.2,0.9
2,1.4,0.9375,93.8,93.425,14.3,NIZKA,11,16,0.700000000000003,0.4
1.25,2.1,1.5375,92.6,85.2125,15.9,SREDNJA,11,10,11.3,1.4
0.125,1.9,1.05,91.4,89.375,13.7,NIZKA,11,1,4.30000000000001,0.799999999999999
0.5,2.6,1.6625,90.7,89.7,13.4,SREDNJA,11,4,2.40000000000001,0.6
0.5,3.6,2.1375,91.8,76.2,11.6,SREDNJA,11,4,38.1,1.8
1.125,2.3,1.9875,37.1,34.7875,4.2,SREDNJA,11,9,3.8,0.7
1.25,3,2.3125,57.9,55.3375,0.7,SREDNJA,11,10,5.1,1.3
1.5,2.3,1.8625,85.1,78.35,3.9,NIZKA,12,12,16.8,2.2
0.625,2.6,2.1875,88.7,81.5375,6.7,NIZKA,12,5,12.6,3.6
0.375,1.7,1.3625,81.4,72.35,6.7,SREDNJA,12,3,19.5,3
1,1.6,1.4,73.8,70.425,6.5,NIZKA,12,8,9,1.1
1,1.4,1.125,76.4,71.3625,8,SREDNJA,12,8,10.3,1
0.75,1.7,1.2,83.3,79.525,8.7,NIZKA,12,6,6.39999999999999,0.799999999999999
0.75,2.4,1.9,90.8,88.725,3.9,NIZKA,12,6,8,0.8
0.75,2.2,1.75,79.3,77.7625,2.7,SREDNJA,12,6,2.89999999999999,1.4
0.625,2.5,2.025,89.6,85.85,3.8,NIZKA,12,5,8.39999999999999,1.2
0.375,1.9,1.4375,92.1,91.175,3.7,NIZKA,12,3,2,0.7
0,2.4,1.7625,91.8,89.625,7.4,NIZKA,12,0,6.89999999999999,4.9
0.375,1.7,1.0875,91.8,89.925,9,NIZKA,12,3,3.2,2.8
0.5,3.5,1.7375,91,80.8375,4.3,SREDNJA,12,4,15.3,2
0.25,2.5,1.5375,88.3,85.45,7.1,NIZKA,12,2,6.3,2.4
0.5,2,1.575,91.3,89.0375,7.6,NIZKA,12,4,6.7,4.2
0.5,2.5,1.8625,83.2,74.3375,5.1,SREDNJA,12,4,23.9,3.3
0.875,2.9,2.375,65.9,64.4875,1.7,SREDNJA,12,7,3.50000000000001,1.9
0.875,2.7,2.1,86.6,85.025,0.7,NIZKA,12,7,5.5,1
0.5,2.4,1.9125,90.7,87.6375,2.4,NIZKA,12,4,8,1
0.25,1.5,1.4,70.6,68.1625,7,SREDNJA,12,2,4.5,1.3
0.375,2.5,2,61.8,56.4625,4.2,SREDNJA,12,3,10.3,0.9
0.25,2.3,1.975,78,73.75,4,SREDNJA,12,2,9.59999999999999,2.1
0.375,3,2,84.8,79.1,2.3,SREDNJA,12,3,16.9,1
1.875,2.1,1.7,73.7,70.3125,5,SREDNJA,12,15,8.60000000000001,2.2
0.25,2.2,1.5,89.4,88.825,4.8,NIZKA,12,2,1.7,1.3
0.375,2.2,1.7375,82.2,80.75,4.6,NIZKA,12,3,3.90000000000001,1.2
0.25,2.6,1.7375,80.7,79.6875,4.9,SREDNJA,12,2,2.5,0.9
0.375,3,1.95,61.4,51.025,4.5,SREDNJA,12,3,20.8,2.5
0.25,4.3,3.475,49.4,48.5875,6.8,SREDNJA,12,2,2,1.9
0.125,2.3,1.7625,58.9,47.2625,3.9,SREDNJA,12,1,19.7,4.1
0.125,0.9,0.65,96.1,95.825,-1.8,SREDNJA,1,1,0.699999999999989,0.9
0.125,1.1,0.675,82.9,79.175,3.4,NIZKA,1,1,6,0.5
0.375,1.2,0.7375,94.5,93.5625,3.3,NIZKA,1,3,1.59999999999999,1
0.875,1.3,0.8875,94.2,93.3,1.3,NIZKA,1,7,1.7,1.2
0.75,1.3,1,95.6,94.2625,0.9,SREDNJA,1,6,2.3,0.6
0.25,0.9,0.575,92.2,87.65,4.5,NIZKA,1,2,10.4,2.5
0.25,1.1,0.675,97.6,96.3,1.4,NIZKA,1,2,5,1.2
