"Datum","Postaja","Glob_sevanje_max","Glob_sevanje_mean","Glob_sevanje_min","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","PM10","O3"
2013-05-14,"Koper",476,104.375,0,2.8,1.8875,0.8,4.1,2.9875,1.6,0,0,1016.1,1015.55,1015.3,79.5,72.475,59.5,6.7,3.7875,2.4,18,13.325,11.5,9.1,124.25
2013-05-15,"Koper",500,105.625,0,2.5,2.025,0.9,4,3.0875,1.7,0,0,1010.8,1009.725,1008.9,75.1,64.3125,37.9,6.9,5.1875,4.5,21.1,14.1625,11.9,13.2,120.4
2013-05-16,"Koper",29.7,7.975,0,2.6,1.7125,0.6,6.7,4.2,1.8,0.0125,0.1,1006.2,1004.625,1003.4,56.3,47.125,42.8,6.5,5.6,4.9,19.9,19.45,19.1,12.9,105.8
2013-05-17,"Koper",125.9,24.2,0,4,2.5,1.1,10.2,5.9375,2,0.0625,0.5,1001.6,1001.3,1000.9,66.6,50.8,39,5.3,4.9125,4.5,19.9,18.7125,17.4,17.6,100.05
2013-05-18,"Koper",311,56.375,0,4.7,2.575,1.3,5.9,4.2375,2.5,0,0,1014.4,1012.0875,1010.4,73.5,70.0875,64.7,3.1,2.2625,1.8,17.2,15.5875,14.3,13,108.85
2013-05-19,"Koper",220.9,58.075,0,2.3,1.85,0.9,3.5,3,2.4,0,0,1012.9,1010.7875,1009.4,75.1,68.725,56.9,9.5,6.25,4,18.5,14.8625,13.3,14.9,112.2
2013-05-20,"Koper",388,86.625,0,6.1,3.5125,1.3,8.2,5.5375,2.7,0,0,1015.9,1014.675,1013.7,70.6,65.35,58.3,2.2,1.7875,1.3,17.6,16.075,14.4,11.6,117.35
2013-05-24,"Koper",84.6,27.825,0,2.4,1.96,1.2,5.9,3.8,2.1,0.225,3.8,1003,1002.68,1001.9,62.7,61.38,60.1,1.3,-0.2125,-1,14,13.46,12.9,14,84.7
2013-05-25,"Koper",533,89.875,0,5.8,2.5375,1.6,9.8,4.9625,3.4,0.2625,1.1,1008,1007.425,1006.9,78.4,74.425,63.4,0.1,-1.1625,-1.8,13.9,11.6625,10.8,7.6,105.55
2013-05-26,"Koper",170,44.375,0,1.9,1.2375,0.6,3.3,2.3375,1.9,0.425,2.4,1010.4,1008.7875,1008,85.9,81.8125,78,0.9,-0.5,-1,11.9,10.2375,9.4,6.5,109.25
2013-05-27,"Koper",531.9,105.2,0,4.5,2.9,1.4,8.2,5.05,2.8,0,0,1010.9,1010.2,1009.8,63.7,59.2,49.8,0.9,0.6,0,17.3,15.1875,13.6,15.7,129.6
2013-05-28,"Koper",200,58.375,0,3.5,2.625,2.2,8,5.025,3.8,0,0,1011.1,1010.375,1009.6,71.8,65.5875,59.9,2.8,2.5,2.3,17.8,16.575,15.5,14.2,115.3
2013-05-29,"Koper",197.6,55.175,0,4.7,2.15,0.5,9.3,4.4375,1.5,0,0,1004.1,1002.4375,1001.6,74.1,69.325,63.8,3.8,3.525,2.9,18.9,17.2875,16.4,14.9,111
2013-05-30,"Koper",215.7,33.725,0,3.9,2.7,1.7,7.2,5.1,3,1.95,15.6,1003.4,1002.6625,1002.1,82.2,75.5375,67.7,2.2,2.0375,1.8,14.9,13.95,12.8,8.9,95.45
2013-05-31,"Koper",75,19.125,0,2.1,1.5625,1.1,3.3,2.5125,1.8,0.175,3.1,1001.7,1001.2125,1000.8,90.5,87.575,82.8,-0.3,-0.525,-0.7,12.9,12.2,11.9,9.1,80.7
2013-06-01,"Koper",194.3,48.275,0,4.2,2.0375,0.8,7.9,3.9125,1.6,0.95,7.5,1004.7,1002.7625,1001.7,86.3,78.975,60.9,2.3,1.2,0.9,15.6,13.225,11.9,8.6,96.55
2013-06-02,"Koper",414,96,0,1.6,1.3,0.8,2.9,2.1625,1.3,0.425,1.8,1008.3,1007.6875,1007.2,92.2,88.475,75.1,3.7,2.6,1.6,15.6,14.075,13.5,7.7,106.85
2013-06-03,"Koper",404,112,0,3.3,1.8,1.1,6.9,3.9125,2.2,0.225,2.1,1015.3,1014.4,1013.6,73.4,58.7125,39.4,5,3.3875,2.6,19.3,16.3,14.2,8.4,101.25
2013-06-04,"Koper",524,114.75,0,2.2,1.425,0.8,4.7,2.775,1.8,0.0375,0,1015.9,1014.45,1013.7,90.1,79.0125,45.7,6.9,5.1375,2.8,19.9,16,14.2,9.1,106.45
2013-06-05,"Koper",516.9,122.825,0,1.5,1.125,0.8,2.6,2.225,1.6,0,0,1016.2,1015.3,1014.8,66.7,60.725,51.6,7.6,6.0625,5.3,20.8,18.725,17.4,15,111.5
2013-06-06,"Koper",521,118.125,0,2.3,1.6375,0.9,3.8,2.975,2.3,0,0,1018.1,1017.3875,1017,84.9,77.4,58.3,8,6.225,5.6,20,16.575,14.8,14.9,123.05
2013-06-07,"Koper",522,115.5,0,2.4,1.575,0.8,3.5,2.6625,1.8,0,0,1018.3,1017.7125,1017.3,79.4,71.6375,53.4,10.4,7.6,6.8,20.4,16.8875,15,14.4,121.15
2013-06-08,"Koper",515,113.5,0,4.1,2.175,1,5.8,3.3625,2,0,0,1016.2,1015.6875,1015.4,75.5,67.875,58.7,11,8.875,7.8,21.4,18.7875,17,12.3,117.75
2013-06-09,"Koper",488,108.25,0,2,1.7125,0.9,3.4,2.8875,1.9,0,0.9,1012.9,1012.1375,1011.8,75.1,67.025,52.5,9.3,8.55,8.1,23.6,18.2625,16.1,17.3,135.5
2013-06-10,"Koper",485.7,119.35,0,2.4,1.775,1.1,5.4,3.4875,2.1,0.425,4.8,1009.9,1009.4,1009,85.3,77.8625,67.4,7.2,6.5,6,20,18.125,16.8,9.6,125.1
2013-06-11,"Koper",288.9,78.575,0,2.2,1.725,1,3.7,2.925,2,0.2875,0,1011.5,1010.6125,1010.1,84.1,78.1,65.9,6.2,5.775,5.5,20.3,17.6125,16.4,14.2,124.35
2013-06-12,"Koper",449,108.625,0,2.3,1.7625,0.9,3.7,3.0625,1.7,0,0,1017,1016.2125,1015.6,71.6,63.2,47.2,8.1,6.725,6,21.7,17.525,15.4,12,134.5
2013-06-13,"Koper",537,118.125,0,3.3,2.175,0.6,4.5,3.225,1.3,0,0,1020.2,1019.7,1019.3,66.9,60.3875,49.4,10.7,7.725,6.6,21.7,17.8625,15.2,17.7,161.5
2013-06-14,"Koper",420,103,0,2.3,1.675,0.9,3.7,2.8,1.7,0,0,1016.4,1015.8125,1015.5,74.1,66.875,54.6,13.7,11.1625,9.6,24,19.7125,17.7,19.8,157.45
2013-06-15,"Koper",468,104.375,0,1.8,1.35,0.7,3.3,2.5375,1.5,0,0,1015.2,1014.85,1014.6,68.1,62.375,50.7,12.2,10.825,10,25.4,20.7,18.7,27,162.75
2013-06-16,"Koper",474,102.875,0,2,1.5,0.9,3.5,2.5875,1.7,0,0,1016.6,1016,1015.5,77.4,70.525,55.8,14.5,11.9,11.1,26.5,21.8625,19.9,23.8,144.55
2013-06-17,"Koper",480,106.5,0,2.2,1.4375,0.7,3.4,2.5875,1.3,0,0,1017.1,1016.8125,1016.6,80.4,74.0375,62.6,17,13.6,12.4,25.6,22.525,20.7,27.7,162.55
2013-06-18,"Koper",463,105.5,0,2.1,1.6,0.8,3.5,2.5,1.4,0,0,1016.1,1015.825,1015.4,75.4,70.8,59.1,18.6,15.475,14.5,26.6,23.4375,21.9,31.6,149.05
2013-06-19,"Koper",500,109.5,0,2.2,1.4875,0.5,4,2.6875,1,0,0,1016.1,1015.95,1015.8,80.1,74.7,61.6,18.6,16.1625,14.8,27.9,24.65,23,27.1,152.4
2013-06-20,"Koper",494,109,0,2.3,1.6,0.9,3.6,2.7,1.5,0,0,1015.1,1014.775,1014.6,81.1,75.1125,65.8,17.8,16.4625,15.8,27.4,24.35,22.7,20.9,120.1
2013-06-21,"Koper",497,110.25,0,3,1.9875,1.1,5.4,3.7625,2.4,0,0,1014.3,1013.4375,1012.7,68.9,55.775,40.2,14.9,13.8375,13.5,29.3,27.15,25.5,23.2,118.55
2013-06-25,"Koper",307,68.75,0,3.5,1.8125,1,6.3,3.175,1.8,0,0,1015.3,1014.325,1013.6,55.5,46.2,40.2,6.6,5.4875,4.6,21,18.7125,17.3,8.8,111.5
2013-06-26,"Koper",378,98.375,0,2,1.5375,1.1,4.3,3.0625,2.1,0,0,1019.8,1018.775,1018.3,66.3,55.8125,39,5.4,4.475,3.6,21.7,18.125,16.1,7.4,92.9
2013-06-27,"Koper",272,56.875,0,3.5,2.4875,1,8.8,6.475,2.9,0,0,1022.3,1021.925,1021.6,53.5,47.625,41.8,3.7,2.5875,1.9,18.6,17.5875,17,8,103.7
2013-06-28,"Koper",131,34.375,0,2.1,1.6625,1.1,5.9,3.4125,2.4,0,0,1018.9,1018.225,1017.9,63.5,54.2625,41.5,4.8,2.6625,1.8,18.2,15.5375,13.7,14.8,110.1
2013-06-29,"Koper",504,109.75,0,2.6,1.775,0.6,6.3,3.65,2.3,0,0,1018.6,1018.1,1017.7,57,48.625,33.6,6,4.25,3.4,21.3,17.8875,16.6,15.5,132.3
2013-06-30,"Koper",498,107,0,2.4,1.9375,0.8,3.8,3.175,1.9,0,0,1018.3,1017.325,1016.8,69.6,66.1625,58.4,9.1,6.4375,5.7,20,17.5,15.9,13.8,144.3
2013-07-01,"Koper",219,38.75,0,1.9,1.2375,0.6,2.9,2.1125,1.2,0,0,1019.6,1018.8375,1018.4,53.5,49.4875,45.5,8,6.4125,5.3,22.2,20.325,19.3,18.3,114.9
2013-07-02,"Koper",280,77.25,0,2.4,1.8625,0.7,3.8,3.05,1.7,0,0,1018.7,1018.2375,1018,69.1,64,54.2,11.7,8.6875,7.4,22.1,18.275,16.5,12.7,113.15
2013-07-03,"Koper",469,102.25,0,2.6,1.9375,1.1,3.7,3.1125,2.2,0,0,1016.5,1015.625,1015,65.2,57.825,45.1,13.1,10.725,9.9,25.5,19.4,17.3,23.6,129.55
2013-07-04,"Koper",545,122.625,0,1.8,1.3,0.9,3.2,2.3,1.9,0,0,1015,1014.275,1013.8,72.8,66.7625,50.7,13.2,11.1,10.3,24.6,22.3625,21.1,20.7,142
2013-07-05,"Koper",479,103.75,0,2,1.4125,1.1,3.7,3.1125,2.5,0,0,1020.9,1020.075,1019.2,63.3,54.6125,43.8,13.3,11.3,10.5,26.8,22.55,20.1,20.8,140.75
2013-07-06,"Koper",463,108,0,2.1,1.5125,0.8,5.1,3.05,1.9,0,0,1021.8,1021.5375,1021.4,58.5,47.5125,32.2,12.4,11.55,11,28.6,24.85,22,16.7,115.1
2013-07-07,"Koper",442,74.625,0,4,2.6625,1.9,8.8,6.6375,4.6,0,0,1021.8,1021.2625,1020.8,50.5,47.3375,43.7,12.5,11.1375,10.7,26,25.25,24.7,16.7,127.25
2013-07-08,"Koper",145,39.375,0,3.6,2.6125,1.9,8.7,6.7125,4.9,0,0,1023.1,1022.175,1021.7,51.1,46.975,42.9,12.2,11.25,10.9,25.7,24.9875,24.5,21.1,128.9
2013-07-09,"Koper",460,99.125,0,2.5,1.775,1,6.6,3.9,2.1,0,0,1020.7,1020.2375,1019.9,61.3,52.175,38.8,14,10.8625,9.7,28,24.5375,22.8,24.2,155.1
2013-07-10,"Koper",473,102.25,0,2.1,1.2375,0.8,4.1,2.8375,1.8,0,0,1015.4,1014.5625,1014.1,65.6,58.6625,41.8,13.6,11.0875,10.2,28.5,23.275,21.2,23,175.8
2013-07-11,"Koper",254,59.5,0,4.4,1.9625,1.3,5.7,3.2,2.2,0,0,1011.2,1010.4875,1009.9,60.8,56.7,44.4,13.8,11.675,9.8,26,23.725,22.5,24.4,155.7
2013-07-12,"Koper",443,88.375,0,2.7,2.0875,0.9,7.9,4.7125,2.4,0,0,1015.4,1014.475,1013.7,67.1,55.9125,41.8,9.6,8.6875,8.3,24.6,22.725,21,15.6,143.2
2013-07-13,"Koper",410,93.875,0,2.5,1.85,0.9,4.2,2.9625,1.9,0,0,1016.5,1016.2,1016,68.4,60.3875,44.3,11.8,8.8875,7.8,25.2,21.75,20.2,18.2,144.3
2013-07-14,"Koper",444,90.625,0,2.4,1.5625,1.1,4.3,2.975,2.2,0,0,1017.8,1016.8625,1016.3,61.8,53.8125,46.3,10.9,9.2625,8.5,24.7,23.675,22.5,18.7,145.75
2013-07-15,"Koper",437,96.5,0,2.5,1.7125,0.9,3.7,2.7875,1.9,0,0,1018,1017.7,1017.5,62.4,56.525,39.7,12.2,10.2,9.6,26.4,22.075,20.4,20.1,156.3
2013-07-16,"Koper",443,95.125,0,2,1.35,0.6,3.6,2.5875,1.5,0,0,1020.9,1019.6625,1018.7,69.7,58.7,40,11.7,9.6125,8.7,25.2,22.1625,20.7,22.5,145.9
2013-07-17,"Koper",453,96.25,0,2.4,1.9125,0.7,3.9,3.075,1.9,0,0,1021.2,1021.0375,1020.7,70.4,55.4875,36.8,12.6,9.875,8.6,25.7,21.3125,19.1,16.5,141.1
2013-07-18,"Koper",469,99.125,0,2.8,1.775,0.9,5.8,3.4875,1.9,0,0,1019.4,1018.8875,1018.6,69.1,52.9,36.7,13,11.0625,10.1,27.3,22.9625,20.7,18.5,129.95
2013-07-19,"Koper",488,110.125,0,2,1.4,0.5,3.3,2.425,1,0,0,1017.5,1016.925,1016.7,59,54.475,45,14.2,10.9875,9.7,27,23.2375,21.3,29.1,152.1
2013-07-20,"Koper",456,97.25,0,2.2,1.675,1,3.5,2.9125,2.3,0,0,1015.4,1015.0375,1014.6,72.2,64.25,49.4,15,12.7125,12.1,26.8,22.8625,20.8,29.5,157.05
2013-07-21,"Koper",76,13.5,0,2.4,1.675,0.9,5.6,3.6875,2.6,0.2,1.6,1017.6,1016.475,1015.6,66.8,54.5625,41.9,12.2,11.3375,10.6,26.2,23.975,22.7,20.2,128.15
2013-07-22,"Koper",456,96.375,0,2.8,2.025,1.4,6.1,4.6,2.9,0,0,1017.8,1017.1,1016.8,43,38.6875,33.3,12.5,10.825,10.3,27.2,25.3875,24.5,15.7,138.5
2013-07-23,"Koper",250,70.375,0,3,2.4375,1.1,5.5,3.7875,2.5,0,0,1014.3,1013.125,1011.9,65.8,55.3875,50.8,15.9,13.925,13.3,26,23.25,21.9,22.7,177.2
2013-07-24,"Koper",422.9,88.075,0,2.3,1.7625,0.8,3.8,2.9375,1.9,0,0,1013.9,1013.55,1013.3,69,59.2125,40.9,15.7,14.6375,14.1,29.1,23.325,21.3,25.6,169.85
2013-07-26,"Koper",421,87.5,0,2.3,1.5,0.8,3.5,2.4875,1.7,0,0,1016.1,1015.7125,1015.5,67.5,63.05,56.3,17.5,15.6375,15.2,27,24.2375,22.8,22,196.2
2013-07-27,"Koper",246,58.375,0,2.7,1.775,0.7,3.6,2.875,1.5,0,0,1013.5,1013.25,1012.9,59.9,53.6875,46.9,18.6,16.575,15.3,28.4,24.8375,23.5,24.6,170.2
2013-07-28,"Koper",395,82.25,0,2.3,1.5375,0.8,3.4,2.6625,1.6,0,0,1014.3,1013.7625,1013.2,70.3,64.65,51.4,17.7,16.9,16.1,30.6,26.3,24.6,29,170
2013-07-29,"Koper",423.7,87.975,0,4.2,2.5125,0.7,6.5,3.9875,1.4,0,0,1014.4,1014.1375,1013.7,71.2,54.5,40,17.6,17.1125,16.5,31.4,27.875,25.8,14.5,129.75
2013-07-30,"Koper",461,94.125,0,2.8,1.75,0.9,5,3.0375,1.9,0.025,0.2,1016.5,1015.15,1014,81.4,73.0625,46,11.5,9.7625,9.1,25.9,21.25,19.8,8.2,112.95
2013-07-31,"Koper",459,95,0,2.2,1.475,0.9,3.7,2.9875,2.6,0,0,1018.7,1018.2125,1017.9,66.5,54,31.9,12.4,11.3375,10.5,27,22.6375,21,13,144.25
2013-08-01,"Koper",446,92.375,0,2.6,1.5875,0.5,3.9,2.6625,1.4,0,0,1018.9,1018.2375,1017.8,58.9,53.0875,40.7,14.1,11.9,11,27.8,23.575,21.4,15.2,134.85
2013-08-02,"Koper",442,91.875,0,2.3,1.6625,0.7,3.3,2.675,1.5,0,0,1017.5,1017.225,1016.8,70.1,65.275,56.5,17.6,15.4625,14.5,27.6,23.5125,21.8,19.2,196.25
2013-08-03,"Koper",440,91,0,2.8,1.875,1.2,4.1,3.1,2.2,0,0,1016.5,1016.2375,1016,62.4,56.1875,44.5,20.9,19.475,18.8,29.6,23.8875,21.9,29.9,210.25
2013-08-04,"Koper",410,85,0,2.2,1.9,1.3,3.5,3.0625,2.5,0,0,1017.2,1016.9375,1016.6,71.3,65.7,49.6,21.3,17.8375,16.8,29.2,24.5125,22.9,26.8,203.8
2013-08-05,"Koper",409,84.5,0,3.2,1.8375,0.3,5,3.3375,1.7,0,0,1016,1015.725,1015.5,62.6,56.2875,32.9,18.1,15.8125,14.7,32.1,25.55,23.1,30.9,193.75
2013-08-06,"Koper",395,80.875,0,2.7,1.85,0.9,4.2,3.1125,2,0,0,1015.1,1014.55,1014.2,66,62.4375,55.5,19.9,17.6125,16.8,28.2,25.4875,23.7,34.2,183.75
2013-08-07,"Koper",390,81.125,0,2.5,1.8625,0.9,3.6,2.875,1.3,0,0,1012.4,1012.1875,1012,59.7,53.85,46.3,20.1,17.7875,16.7,28.7,25.125,23.8,30,163.7
2013-08-08,"Koper",422,83.875,0,3.3,2.3,0.3,5.2,3.85,1.1,0,0,1012.8,1012.35,1011.7,62.8,43.975,23.9,19.9,18.6,18.2,33.9,27.7125,24.3,34.7,157.9
2013-08-09,"Koper",129,33.625,0,3.1,1.9,1.2,6.7,3.9125,2.3,0,0,1013.3,1012.025,1011.1,63.7,55.025,46.9,21.2,19,17.5,28,26.9,26.4,30.6,99.8
2013-08-10,"Koper",375,64.625,0,5.9,2.7375,0.9,10.6,7.1375,2.7,0,0,1013.4,1012.075,1010.8,74.9,51.95,42.8,12.1,10.95,9.7,27.1,25.7625,24.7,8.5,107.6
2013-08-11,"Koper",423,85.375,0,3.5,2.3,1,6,4.5,3.3,0,0,1016.9,1016.375,1015.9,50.3,44.6,35.3,12.7,9.775,8.7,25.6,23.7875,22.5,14,140.5
2013-08-12,"Koper",418,83.875,0,2.4,1.9375,1.2,6.2,4.1375,3,0,0,1016.3,1015.875,1015.7,54.3,44.9625,30,13.8,10.25,9.1,27.9,22.925,20.5,16.7,134.65
2013-08-13,"Koper",385,77,0,2.5,1.6375,0.9,3.6,2.85,1.7,0,0.5,1014.1,1013.5375,1013.2,59.8,49.7125,33.2,15.7,13.2625,12.2,27.4,22.3375,20,22,138.25
2013-08-14,"Koper",125,24.5,0,5,3.1125,1.5,15.4,8.9375,3.6,0.0625,0,1015.1,1014.25,1013.7,52.8,47.55,38.6,10,8.5875,7.6,24.6,23.6375,23.3,10.2,97.15
2013-08-15,"Koper",412,82.125,0,4.1,2.6375,1.1,10.2,7,4,0,0,1020,1018.9125,1018.3,48.7,43.0125,32.9,9.4,7.0875,6.2,24.1,21.75,20.8,12.6,103.7
2013-08-16,"Koper",416,82.25,0,2.6,1.85,1.4,5.4,3.5125,2.8,0,0,1020.3,1019.8125,1019.5,56.8,48.6375,28.8,10.8,7.375,6.4,24.5,19.2,17,16.6,139.5
2013-08-17,"Koper",408,80.75,0,2.8,2.0125,1.3,4.4,3.025,2.1,0,0,1017,1016.5625,1016.3,57.5,50.8875,35.2,13.7,10.7875,9.1,26.2,20.1625,17.9,21.6,156.05
2013-08-18,"Koper",380,75.375,0,2.9,1.95,0.9,4.2,3.0625,2,0,0,1016.7,1016.3125,1016.1,68.8,57.25,51.3,15.5,12.9875,11.8,24.3,20.8875,19.1,30.8,177.4
2013-08-19,"Koper",382.9,75.4625,0,2.8,2.1625,1,4.2,3.45,2,0,0.2,1016.6,1016.075,1015.7,65.4,58.95,37.4,15.9,12.95,11.5,26.4,20.3875,18.7,24.6,155.15
2013-08-20,"Koper",37.8,7.05,0,8.5,4.4,1.5,11.8,7.325,5.1,0.575,4.4,1018.2,1016.225,1014.1,73.3,62.25,35.3,10.4,9.675,8.4,24,21.5,19.6,12.1,112.8
2013-08-21,"Koper",373,72.875,0,3,2.2625,1.6,8.7,6.2,3.5,0,0,1020.3,1019.875,1019.6,39.3,37.5625,32.6,10.3,8.475,7.6,24.3,22.2875,21.4,13,99.9
2013-08-22,"Koper",358,68.625,0,2.8,1.975,1.2,6.7,4.6375,2,0,0,1018,1017.35,1017,59.2,48.05,37.3,10.4,9.25,8.5,24.7,22.3625,19.8,19.5,124.15
2013-08-23,"Koper",347,68.125,0,2.2,1.6625,1.2,3.9,2.875,1.9,0,0,1016.2,1015.3625,1014.9,62.4,56.5375,38.7,11.9,9.3875,8.5,25.4,19.9375,18.1,26.8,136.7
2013-08-24,"Koper",354.9,67.7125,0,4.9,2.1125,0.8,8.7,4.3375,1.7,0.2875,5.6,1014.4,1013.5,1012.9,73.9,68.35,51.7,10.4,9.1,8.1,24.4,21.575,20,20.7,139.85
2013-08-27,"Koper",255,47.75,0,2.5,1.7875,1.4,6.2,3.35,2.2,0.65,5.2,1012.4,1011.5125,1011,83.2,78.625,70.5,9.5,7.825,7,20.3,18.725,17.3,10.7,108
2013-08-28,"Koper",359,64.5,0,2.5,1.6375,0.8,3.8,3.1,2.3,0,0,1010.7,1010.05,1009.5,83.9,79.625,69,9.3,8.425,7.8,22.2,19.3875,18.2,11.3,106.95
2013-08-29,"Koper",369,59.375,0,2.6,1.7875,1.1,3.9,3,2,0,0,1019,1017.7125,1016.8,70.1,64.275,46.3,8.4,7.275,6.7,22.5,18.65,17.2,11,112.9
2013-08-30,"Koper",194,47.5,0,2.7,2.025,1.1,4.2,3.5375,2.5,0,0,1020,1019.45,1019.1,70.1,60.9375,37,8.3,6.575,5.6,22.6,17.675,15.9,15.5,120.85
2013-08-31,"Koper",343,64.625,0,2.7,1.8625,0.6,4,3.05,1.1,0,0,1019.4,1019.2,1019,65.6,56.7375,41.7,9.7,8.3875,7.8,22.6,17.9125,16.4,17.8,135.65
2013-09-01,"Koper",194,34.375,0,2.4,1.8,0.9,3.9,3.1375,1.9,0,0,1019.1,1018.775,1018.5,73.6,69.6125,66,9.6,9.2125,8.6,20.3,17.95,16.8,17,118.6
2013-09-02,"Koper",110,19.875,0,2.7,2,1.3,7.3,4.775,2.9,0.0125,0.1,1021.2,1020.4,1019.6,66,53.4625,46.5,7.4,6.8625,6.2,22.9,21.3375,19.9,12.1,101.65
2013-09-03,"Koper",334,61.625,0,2.4,1.875,1.5,3.7,2.925,2.3,0,0,1023,1022.4875,1021.9,76.1,71.0625,62.3,10.8,9.4,8.1,22.9,18.7875,17.3,14.8,127.45
2013-09-04,"Koper",337,62.375,0,2.7,1.7625,0.9,3.8,2.85,1.9,0,0,1023.9,1023.5,1023.2,71.8,66.1,52.1,10,9.2125,8.2,23.6,19.3625,17.8,17.6,116.05
2013-09-05,"Koper",328,60.125,0,2.4,1.575,0.6,3.5,2.6125,1.3,0,0,1020.3,1018.8375,1018.1,82.8,78.775,64.6,12.5,10.8125,10.2,23.6,19.9875,18.7,14.7,114.2
2013-09-06,"Koper",315,57.375,0,2.6,1.8,0.9,3.6,2.9375,2.1,0,0,1014.4,1013.9875,1013.7,71,63.9375,51.1,10.9,10.275,9.9,24.2,20.375,18.6,16,114.85
2013-09-07,"Koper",310,56,0,2.4,1.3625,0.5,3.7,2.3375,1.4,0,0,1017.2,1016.0875,1015.5,74.4,69.7375,59.3,11.3,10.4875,10,23,19.725,18.3,19.1,125.7
2013-09-08,"Koper",252,43.375,0,2.4,1.6125,0.6,3.5,2.775,1.3,0,0,1019.1,1018.825,1018.7,68.3,64.775,57.6,12,11.2875,11.1,23.6,20.35,19.2,20.5,115.95
2013-09-09,"Koper",177.9,27.8375,0,6.5,4.35,2.2,11.3,8.2875,3.4,0,0,1016.3,1014.7625,1013.9,66.3,59.5,53.3,11.2,10.575,9.4,25.3,24.6375,23.1,17.3,118.8
2013-09-10,"Koper",157.6,39.225,0,2.1,1.6625,1.3,4.5,3.225,2.3,0,1.5,1016.2,1015.725,1015.3,64.5,59.075,54.7,8.7,6.8125,5.5,22.7,21.55,20.1,14.3,113.85
2013-09-11,"Koper",151.6,24.725,0,3.8,2.55,1.6,9.7,5.4125,2.9,0.1875,0,1012.4,1011.025,1010,89.7,74.475,55.4,7.7,5,3.3,19.3,18.6875,17.9,6.8,69.95
2013-09-12,"Koper",97,16.625,0,2.4,1.7,1.1,4.2,3.0625,1.9,0,0,1013.4,1013.125,1012.7,80.6,74.1875,63.3,4.2,2.7,2,16.5,14.625,13.9,6.7,99.4
2013-09-13,"Koper",323,57.625,0,2.4,1.7375,0.9,3.5,2.7,1.6,0,0,1016.8,1015.775,1015.1,70,64.775,51.5,4.1,3.35,2.8,19,15.7375,13.9,11.1,98
2013-09-14,"Koper",222,35,0,2,1.7125,1.3,3.1,2.775,2,0,0,1019,1018.15,1017.7,77.2,74.4,66.1,5.6,4.725,4.2,18.5,15.775,15,13.3,126.1
2013-09-15,"Koper",161,26.375,0,2.8,2.0875,1.6,4.9,3.55,2.4,0,0.1,1016.2,1014.8375,1013.8,73,69.5625,67.8,8.8,7.4375,6.3,21,19.4625,18.4,13.4,109.1
2013-09-16,"Koper",297,40.5,0,2.8,1.7875,0.8,4.3,3.0375,1.4,0.0125,0,1007.4,1006.8625,1006.3,85,80.2875,70.8,9.2,8.4625,8,19,17.0375,15.6,10.3,114.65
2013-09-17,"Koper",14.4,2.775,0,14.5,5.25,2.3,20.5,8.0125,4.1,2.0125,16.1,999.6,997.8125,996.4,86.1,77.125,71,7.3,4.8625,0.3,20.2,18.7375,15.2,6.4,82.65
2013-09-18,"Koper",240.9,43.9625,0,2.6,2.075,1.6,4.3,3.275,2.5,0,0,1007.6,1006.575,1006,66.8,61.8,49.2,2.8,1.7875,0.8,17,13.6625,12.1,9.7,103.05
2013-09-19,"Koper",152,22.875,0,2.4,1.65,1,4.2,3.2125,1.9,0,0,1005.2,1003.65,1002.9,71.5,67.35,65,6.2,5.2375,4.4,19.8,19.1,18.6,12.2,91.2
2013-09-20,"Koper",149.2,27.9,0,1.9,1.32857142857143,0.9,3.6,2.45714285714286,1.5,0,0,1014.8,1013.74285714286,1013,66.1,61.8142857142857,57.3,4.5,3.75,3.4,18.2,16.9857142857143,15.8,10.8,93
2013-09-21,"Koper",266.9,43.5875,0,2.2,1.825,1.1,3.5,2.8375,1.8,0,0,1020,1019.075,1018.5,78.7,74.5125,60,6.4,5.825,5.4,19.4,16.3,14.9,11.6,104.2
2013-09-22,"Koper",102,20.25,0,1.7,1.15,0.7,3,2.1875,1.5,0,0,1026,1025.05,1024.6,60.7,57.15,53.2,4.6,4.1125,3.6,18.8,18,16.6,13.3,95.2
2013-09-23,"Koper",250,40.5,0,2.2,1.9625,1.3,3.5,3.175,2.4,0,0,1023.7,1022.725,1022.3,80.5,78.0125,66,9.2,7.4875,6.6,18.8,15.4875,14.7,16,106.25
2013-09-24,"Koper",217,34.625,0,2.7,2.0875,1.5,3.8,3.2375,2.3,0,0,1017.3,1016.5,1016,82,79.4125,73.3,11.6,10.925,10.4,17.9,15.025,14.2,30.8,121.8
2013-09-25,"Koper",140,22.875,0,1.9,1.3875,1.1,2.9,2.35,1.9,0,0,1014.8,1013.975,1013.5,81.8,76.9625,72,12.1,10.7125,9.3,19.9,17.6,16.5,16.4,133.9
2013-09-26,"Koper",242.8,39.425,0,2.1,1.6,0.7,4.2,2.85,1.6,0,0,1014.7,1014.075,1013.6,78.1,69.5125,59.1,8.2,7.8125,7.3,21.5,19.8,18.9,19.6,110.05
